name,url,review_count,categories,rating,snippet_text,location,neighborhood,latitude,longitude,search category
Bondir,http://www.yelp.com/biz/bondir-cambridge-3,227,"[[""French"", ""french""], [""American (New)"", ""newamerican""]]",4,"I loved this place!!! I came here for a romantic date night and had a wonderful time! The food was delectable!!!

A trio of bread options arrived first, and...","{""city"": ""Cambridge"", ""display_address"": [""279A Broadway"", ""Cambridge, MA 02139""], ""geo_accuracy"": 9.5, ""postal_code"": ""02139"", ""country_code"": ""US"", ""address"": [""279A Broadway""], ""coordinate"": {""latitude"": 42.3682904, ""longitude"": -71.0977689}, ""state_code"": ""MA""}",,42.3682904,-71.0977689,french
Bistro Du Midi,http://www.yelp.com/biz/bistro-du-midi-boston,389,"[[""French"", ""french""]]",4,"The food was exquisite. Among my favorites are:
1- Spanish Octopus - very tender and delicious
2- Assortiment de Charcuterie - A must have (the rillettes de...","{""cross_streets"": ""Hadassah Way & Arlington St"", ""city"": ""Boston"", ""display_address"": [""272 Boylston St"", ""Back Bay"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""272 Boylston St""], ""coordinate"": {""latitude"": 42.351981434352, ""longitude"": -71.069533707682}, ""state_code"": ""MA""}",Back Bay,42.35198143,-71.06953371,french
Clio,http://www.yelp.com/biz/clio-boston,228,"[[""American (New)"", ""newamerican""], [""Seafood"", ""seafood""], [""French"", ""french""]]",4,"The doorman of the Elliot hotel will give you a warn welcome to the lobby, and you will have to navigate trough stairs and Uni, the Sushi bar, to get to the...","{""city"": ""Boston"", ""display_address"": [""370 Commonwealth Ave"", ""Back Bay"", ""Boston, MA 02215""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02215"", ""country_code"": ""US"", ""address"": [""370 Commonwealth Ave""], ""coordinate"": {""latitude"": 42.348587, ""longitude"": -71.08873}, ""state_code"": ""MA""}",Back Bay,42.348587,-71.08873,french
Spot Cafe,http://www.yelp.com/biz/spot-cafe-watertown,129,"[[""French"", ""french""], [""Breakfast & Brunch"", ""breakfast_brunch""]]",4,"The advantage of *small* Spot cafe on Route 20 in Watertown is that it is a great spot for a ""homemade-like"" breakfast (presumably the kitchen is only...","{""city"": ""Watertown"", ""display_address"": [""385 Main St"", ""Watertown, MA 02472""], ""geo_accuracy"": 8.0, ""postal_code"": ""02472"", ""country_code"": ""US"", ""address"": [""385 Main St""], ""coordinate"": {""latitude"": 42.3703194, ""longitude"": -71.1934509}, ""state_code"": ""MA""}",,42.3703194,-71.1934509,french
Marliave,http://www.yelp.com/biz/marliave-boston,864,"[[""French"", ""french""], [""Italian"", ""italian""]]",4,"My reviews are normally a bit biased based on price, the more expensive a place is, the higher the bar is for a good rating. But this place deserves the 5...","{""cross_streets"": ""Tremont St & Chapman Pl"", ""city"": ""Boston"", ""display_address"": [""10 Bosworth St"", ""Downtown"", ""Boston, MA 02108""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [""10 Bosworth St""], ""coordinate"": {""latitude"": 42.357014071346, ""longitude"": -71.060306250729}, ""state_code"": ""MA""}",Downtown,42.35701407,-71.06030625,french
Roy's Cold Cuts,http://www.yelp.com/biz/roys-cold-cuts-boston,32,"[[""Delis"", ""delis""], [""Pizza"", ""pizza""], [""Sandwiches"", ""sandwiches""]]",5,"I really like at atmosphere in here!!

Walked by it a lot but always couldn't make it for dinner after work since it closes at 7 but finally checked it out...","{""cross_streets"": ""Havre St"", ""city"": ""Boston"", ""display_address"": [""198 Marion St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""198 Marion St""], ""coordinate"": {""latitude"": 42.3755264282227, ""longitude"": -71.0346527099609}, ""state_code"": ""MA""}",East Boston,42.37552643,-71.03465271,sandwiches
Cafe Gigu,http://www.yelp.com/biz/cafe-gigu-boston,24,"[[""Cafes"", ""cafes""], [""Wine Bars"", ""wine_bars""], [""Sandwiches"", ""sandwiches""]]",4.5,"I first came here during the day and got good coffee for $1 and free wifi.  Hard to beat that in Boston.

Im here now at about 10:30 at night on a Saturday...","{""cross_streets"": ""Paris St & Gove St"", ""city"": ""Boston"", ""display_address"": [""102 Meridian St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""102 Meridian St""], ""coordinate"": {""latitude"": 42.3728274, ""longitude"": -71.0392549}, ""state_code"": ""MA""}",East Boston,42.3728274,-71.0392549,sandwiches
Wheelhouse,http://www.yelp.com/biz/wheelhouse-boston-3,101,"[[""Breakfast & Brunch"", ""breakfast_brunch""], [""Burgers"", ""burgers""], [""Sandwiches"", ""sandwiches""]]",4.5,"After going to Wheelhouse, you'll never order a Dunkin Donuts' breakfast sandwich ever again. Well, you might, but you won't enjoy it.

This place has the...","{""cross_streets"": ""Milk St & Batterymarch Arm"", ""city"": ""Boston"", ""display_address"": [""63 Broad St"", ""Financial District"", ""Boston, MA 02109""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Financial District""], ""postal_code"": ""02109"", ""country_code"": ""US"", ""address"": [""63 Broad St""], ""coordinate"": {""latitude"": 42.3579261, ""longitude"": -71.0539618}, ""state_code"": ""MA""}",Financial District,42.3579261,-71.0539618,sandwiches
Grass Roots Cafe,http://www.yelp.com/biz/grass-roots-cafe-boston,70,"[[""Sandwiches"", ""sandwiches""], [""Korean"", ""korean""], [""Delis"", ""delis""]]",4.5,"Best place to lunch downtown. Triple B and Quadruple B are bomb. As in filling and mouth-watering tasty. And at such a reasonable price.

Owner is...","{""cross_streets"": ""Summer St & Snow Pl"", ""city"": ""Boston"", ""display_address"": [""101 Arch St"", ""Downtown"", ""Boston, MA 02110""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02110"", ""country_code"": ""US"", ""address"": [""101 Arch St""], ""coordinate"": {""latitude"": 42.3549818247557, ""longitude"": -71.0585443675518}, ""state_code"": ""MA""}",Downtown,42.35498182,-71.05854437,sandwiches
North End Fish Market,http://www.yelp.com/biz/north-end-fish-market-boston,119,"[[""Sushi Bars"", ""sushi""], [""Sandwiches"", ""sandwiches""], [""Seafood"", ""seafood""]]",4.5,"This is definitely a happy find. At first glance, I was skeptical. Sushi? Fish market? Asking me to take a refrigerated cup of clam chowder and asking if I...","{""cross_streets"": ""Bartlett Pl & Hull St"", ""city"": ""Boston"", ""display_address"": [""99 Salem St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""99 Salem St""], ""coordinate"": {""latitude"": 42.3639030456543, ""longitude"": -71.0554885864258}, ""state_code"": ""MA""}",North End,42.36390305,-71.05548859,sandwiches
Sam LaGrassa's,http://www.yelp.com/biz/sam-lagrassas-boston-3,579,"[[""Sandwiches"", ""sandwiches""]]",4.5,"This restaurant has won so many awards and has been on a showcased on various TV shows including Food Network, I wish I had come here sooner. Wow,...","{""cross_streets"": ""Bosworth St & Ordway Pl"", ""city"": ""Boston"", ""display_address"": [""44 Province St"", ""Downtown"", ""Boston, MA 02108""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [""44 Province St""], ""coordinate"": {""latitude"": 42.3568611, ""longitude"": -71.0598373}, ""state_code"": ""MA""}",Downtown,42.3568611,-71.0598373,sandwiches
Mulligans,http://www.yelp.com/biz/mulligans-boston,72,"[[""Sandwiches"", ""sandwiches""], [""Delis"", ""delis""]]",4.5,Mulligans is hands down my favorite sandwich spot in Boston.  There are weeks where I'll go every single day for lunch.  Out of the hundred sandwiches I've...,"{""cross_streets"": ""Chapel Pl & Market St"", ""city"": ""Boston"", ""display_address"": [""83 Canal St"", ""Boston, MA 02114""], ""geo_accuracy"": 8.0, ""postal_code"": ""02114"", ""country_code"": ""US"", ""address"": [""83 Canal St""], ""coordinate"": {""latitude"": 42.3641167, ""longitude"": -71.0593948}, ""state_code"": ""MA""}",,42.3641167,-71.0593948,sandwiches
Galleria Umberto,http://www.yelp.com/biz/galleria-umberto-boston,354,"[[""Pizza"", ""pizza""], [""Salad"", ""salad""], [""Sandwiches"", ""sandwiches""]]",4.5,"Yeah i can see why theres so much hype about this place, its pretty good. 

You cannot judge and slander a place that charges pennies to the dollar for its...","{""cross_streets"": ""Parmenter St & Wesley Pl"", ""city"": ""Boston"", ""display_address"": [""289 Hanover St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""289 Hanover St""], ""coordinate"": {""latitude"": 42.36377812922, ""longitude"": -71.0544499754906}, ""state_code"": ""MA""}",North End,42.36377813,-71.05444998,sandwiches
Oliver's Street Cafe,http://www.yelp.com/biz/olivers-street-cafe-boston,21,"[[""Italian"", ""italian""], [""Delis"", ""delis""], [""Sandwiches"", ""sandwiches""]]",4,HOLY MOLY!  How have I not done a review on this place?  Well first I work in the office building that this place is in and every day there is a line OUT...,"{""cross_streets"": ""Oliver St & Jenton Way"", ""city"": ""Boston"", ""display_address"": [""260 Franklin St"", ""Financial District"", ""Boston, MA 02110""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Financial District""], ""postal_code"": ""02110"", ""country_code"": ""US"", ""address"": [""260 Franklin St""], ""coordinate"": {""latitude"": 42.356956, ""longitude"": -71.053977}, ""state_code"": ""MA""}",Financial District,42.356956,-71.053977,sandwiches
Banh Mi House,http://www.yelp.com/biz/banh-mi-house-boston,75,"[[""Bubble Tea"", ""bubbletea""], [""Sandwiches"", ""sandwiches""], [""Vietnamese"", ""vietnamese""]]",4.5,"This place is simply great. I'm a NYC native, and I've been to many different Banh-Mi shops. The sandwiches are fresh, price is more than reasonable, and it...","{""cross_streets"": ""Tremont St & Temple Pl"", ""city"": ""Boston"", ""display_address"": [""48 Winter St"", ""Downtown"", ""Boston, MA 02108""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [""48 Winter St""], ""coordinate"": {""latitude"": 42.3559303, ""longitude"": -71.0619736}, ""state_code"": ""MA""}",Downtown,42.3559303,-71.0619736,sandwiches
Pauli's,http://www.yelp.com/biz/paulis-boston,329,"[[""Sandwiches"", ""sandwiches""], [""Caterers"", ""catering""], [""Seafood"", ""seafood""]]",4.5,"I gave 5 stars for no waiting for 2.5 hours to get a lobster roll. 

Lobster roll is delicious, fresh, sweet. I would not ask for more. And other subs are...","{""cross_streets"": ""Hull St & Stillman St"", ""city"": ""Boston"", ""display_address"": [""65 Salem St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""65 Salem St""], ""coordinate"": {""latitude"": 42.363665, ""longitude"": -71.05599}, ""state_code"": ""MA""}",North End,42.363665,-71.05599,sandwiches
The Five Seventy Market,http://www.yelp.com/biz/the-five-seventy-market-boston,72,"[[""Grocery"", ""grocery""], [""Sandwiches"", ""sandwiches""], [""Coffee & Tea"", ""coffee""]]",4,"I've been going to the 570 Market for over two years now, so I thought I should make my first Yelp review one for this truly remarkable business. There's no...","{""cross_streets"": ""Union Park & Upton St"", ""city"": ""Boston"", ""display_address"": [""570 Tremont St"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""570 Tremont St""], ""coordinate"": {""latitude"": 42.343399, ""longitude"": -71.0723267}, ""state_code"": ""MA""}",South End,42.343399,-71.0723267,sandwiches
Mike & Patty's,http://www.yelp.com/biz/mike-and-pattys-boston,749,"[[""Sandwiches"", ""sandwiches""], [""Breakfast & Brunch"", ""breakfast_brunch""]]",4.5,"Stopped here for breakfast our first morning in Boston- didn't disappoint!

The storefront is super small and we had a stroller, so we didn't stay and eat...","{""cross_streets"": ""Tremont St & Fayette St"", ""city"": ""Boston"", ""display_address"": [""12 Church St"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""12 Church St""], ""coordinate"": {""latitude"": 42.3485697036883, ""longitude"": -71.0677027702332}, ""state_code"": ""MA""}",,42.3485697,-71.06770277,sandwiches
Al's State Street Cafe,http://www.yelp.com/biz/als-state-street-cafe-boston,330,"[[""Sandwiches"", ""sandwiches""], [""Salad"", ""salad""], [""Caterers"", ""catering""]]",4.5,"This is where it is at.  Not sure if this is a Boston kind of thing, but it's not something I've encountered in other cities.  You walk up and are...","{""cross_streets"": ""Butler Row & Broad St"", ""city"": ""Boston"", ""display_address"": [""110 State St"", ""Boston, MA 02109""], ""geo_accuracy"": 8.0, ""postal_code"": ""02109"", ""country_code"": ""US"", ""address"": [""110 State St""], ""coordinate"": {""latitude"": 42.35927, ""longitude"": -71.05507}, ""state_code"": ""MA""}",,42.35927,-71.05507,sandwiches
Flour Bakery & Cafe,http://www.yelp.com/biz/flour-bakery-and-cafe-boston-2,691,"[[""Bakeries"", ""bakeries""], [""Coffee & Tea"", ""coffee""], [""Sandwiches"", ""sandwiches""]]",4,"Just eat here.
Lunched here several times while in Boston. Every time was exactly the same.
Excellent is the word that comes to mind. 
Wonderful sandwiches...","{""cross_streets"": ""Rutland St & Concord St"", ""city"": ""Boston"", ""display_address"": [""1595 Washington St"", ""South End"", ""Boston, MA 02118""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""South End""], ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""1595 Washington St""], ""coordinate"": {""latitude"": 42.338443, ""longitude"": -71.074548}, ""state_code"": ""MA""}",South End,42.338443,-71.074548,sandwiches
Al's South Street Cafe,http://www.yelp.com/biz/als-south-street-cafe-boston,137,"[[""Sandwiches"", ""sandwiches""]]",4.5,If you have not had an Al's Steak & Cheese you have not lived.  Al's is a Boston legend and if you go by there at 12:15 on any workday you will be amazed at...,"{""cross_streets"": ""Atlantic Ave & Harrison Ave"", ""city"": ""Boston"", ""display_address"": [""179 Essex St"", ""Waterfront"", ""Boston, MA 02111""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Waterfront"", ""Leather District"", ""South Boston""], ""postal_code"": ""02111"", ""country_code"": ""US"", ""address"": [""179 Essex St""], ""coordinate"": {""latitude"": 42.3521044850349, ""longitude"": -71.0573963820934}, ""state_code"": ""MA""}",Waterfront,42.35210449,-71.05739638,sandwiches
Rondo's Sub Shop,http://www.yelp.com/biz/rondos-sub-shop-boston,36,"[[""Sandwiches"", ""sandwiches""], [""Cheesesteaks"", ""cheesesteaks""], [""Burgers"", ""burgers""]]",4.5,This place is the BEST!!!!  Today I am actually leaving work and leaving a beloved resident parking spot to get Tuna subs for the office because once you...,"{""cross_streets"": ""B St"", ""city"": ""Boston"", ""display_address"": [""134 W Broadway"", ""South Boston"", ""Boston, MA 02127""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South Boston""], ""postal_code"": ""02127"", ""country_code"": ""US"", ""address"": [""134 W Broadway""], ""coordinate"": {""latitude"": 42.3410537838936, ""longitude"": -71.0542193055153}, ""state_code"": ""MA""}",South Boston,42.34105378,-71.05421931,sandwiches
Back Bay Sandwich,http://www.yelp.com/biz/back-bay-sandwich-boston,54,"[[""Sandwiches"", ""sandwiches""], [""Breakfast & Brunch"", ""breakfast_brunch""]]",4,"Finally!   A delicious chicken parmesan sandwich in Back Bay.   The chicken was thick, lightly breaded and fried, and the sauce was thick and tasty.  Fresh...","{""cross_streets"": ""Berkeley St & Park Plz"", ""city"": ""Boston"", ""display_address"": [""31 St James Ave"", ""Back Bay"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""31 St James Ave""], ""coordinate"": {""latitude"": 42.3508682, ""longitude"": -71.0714874}, ""state_code"": ""MA""}",Back Bay,42.3508682,-71.0714874,sandwiches
Billy's Sub Shop,http://www.yelp.com/biz/billys-sub-shop-boston,98,"[[""Diners"", ""diners""], [""Sandwiches"", ""sandwiches""], [""Salad"", ""salad""]]",4.5,"This place is straight up legit, no matter if breakfast or the boss turkey dinner or sub! Portions are really good and they are fast and organized. Gets...","{""cross_streets"": ""Appleton St & Lawrence St"", ""city"": ""Boston"", ""display_address"": [""57 Berkeley St"", ""South End"", ""Boston, MA 02116""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""South End""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""57 Berkeley St""], ""coordinate"": {""latitude"": 42.3464637994766, ""longitude"": -71.0706371068954}, ""state_code"": ""MA""}",South End,42.3464638,-71.07063711,sandwiches
Roast Beast,http://www.yelp.com/biz/roast-beast-boston,322,"[[""Sandwiches"", ""sandwiches""], [""Burgers"", ""burgers""]]",4.5,"Oh my gosh, so good. 

That's it.","{""city"": ""Boston"", ""display_address"": [""1080 Commonwealth Ave"", ""Allston/Brighton"", ""Boston, MA 02215""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Allston/Brighton""], ""postal_code"": ""02215"", ""country_code"": ""US"", ""address"": [""1080 Commonwealth Ave""], ""coordinate"": {""latitude"": 42.351783181146, ""longitude"": -71.1236789566271}, ""state_code"": ""MA""}",Allston/Brighton,42.35178318,-71.12367896,sandwiches
Cafe Gigu,http://www.yelp.com/biz/cafe-gigu-boston,24,"[[""Cafes"", ""cafes""], [""Wine Bars"", ""wine_bars""], [""Sandwiches"", ""sandwiches""]]",4.5,"I first came here during the day and got good coffee for $1 and free wifi.  Hard to beat that in Boston.

Im here now at about 10:30 at night on a Saturday...","{""cross_streets"": ""Paris St & Gove St"", ""city"": ""Boston"", ""display_address"": [""102 Meridian St"", ""East Boston"", ""Boston, MA 02128""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""East Boston""], ""postal_code"": ""02128"", ""country_code"": ""US"", ""address"": [""102 Meridian St""], ""coordinate"": {""latitude"": 42.3728274, ""longitude"": -71.0392549}, ""state_code"": ""MA""}",East Boston,42.3728274,-71.0392549,cafes
Ogawa Coffee,http://www.yelp.com/biz/ogawa-coffee-boston-2,63,"[[""Coffee & Tea"", ""coffee""], [""Sandwiches"", ""sandwiches""], [""Cafes"", ""cafes""]]",4.5,"I happened to be walking by, thinking that I would stop in at whatever Starbucks or Dunkin I saw first to grab a quick drink to go. I'm glad this place...","{""city"": ""Boston"", ""display_address"": [""10 Milk St"", ""Downtown"", ""Boston, MA 02108""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [""10 Milk St""], ""coordinate"": {""latitude"": 42.3567795753479, ""longitude"": -71.0579220950603}, ""state_code"": ""MA""}",Downtown,42.35677958,-71.0579221,cafes
The Well Coffee House,http://www.yelp.com/biz/the-well-coffee-house-boston-3,16,"[[""Coffee & Tea"", ""coffee""], [""Cafes"", ""cafes""]]",5,This is my go-to coffee spot near my office. Generally I avoid the chaos of South Station when looking for caffeine or nourishment but The Well draws me...,"{""city"": ""Boston"", ""display_address"": [""2 South Station"", ""Ste A6"", ""Waterfront"", ""Boston, MA 02011""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Waterfront"", ""South Boston""], ""postal_code"": ""02011"", ""country_code"": ""US"", ""address"": [""2 South Station"", ""Ste A6""], ""coordinate"": {""latitude"": 42.3516830317191, ""longitude"": -71.0551238669604}, ""state_code"": ""MA""}",Waterfront,42.35168303,-71.05512387,cafes
Boston News Cafe,http://www.yelp.com/biz/boston-news-cafe-boston-2,17,"[[""Cafes"", ""cafes""]]",4.5,"Wow, I walk by this place all the time and finally said ""I should give this a try""
I ordered a Turkey Club on toasted ciabatta and a cappuccino.  Well it...","{""cross_streets"": ""Franklin St & Snow Pl"", ""city"": ""Boston"", ""display_address"": [""80 Arch St"", ""Downtown"", ""Boston, MA 02110""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02110"", ""country_code"": ""US"", ""address"": [""80 Arch St""], ""coordinate"": {""latitude"": 42.3551598, ""longitude"": -71.0580597}, ""state_code"": ""MA""}",Downtown,42.3551598,-71.0580597,cafes
My Cousin's Place,http://www.yelp.com/biz/my-cousins-place-boston,39,"[[""Cafes"", ""cafes""], [""Coffee & Tea"", ""coffee""]]",4,Uniquely named signature sandwiches that kick ass. Small shop on the corner that packs a punch. 3 small tables and a counter with some stools. Can get...,"{""cross_streets"": ""Tileston St & Clark St"", ""city"": ""Boston"", ""display_address"": [""396 Hanover St"", ""North End"", ""Boston, MA 02113""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""North End""], ""postal_code"": ""02113"", ""country_code"": ""US"", ""address"": [""396 Hanover St""], ""coordinate"": {""latitude"": 42.3659527825682, ""longitude"": -71.0529154596387}, ""state_code"": ""MA""}",North End,42.36595278,-71.05291546,cafes
Render Coffee,http://www.yelp.com/biz/render-coffee-boston,253,"[[""Cafes"", ""cafes""], [""Coffee & Tea"", ""coffee""]]",4.5,"Last time I was here, it was freezing cold outside, and it was packed inside so I just got an espresso to go and a bag of some GREAT coffee beans (Sipacapa...","{""cross_streets"": ""Wellington St & Springfield St"", ""city"": ""Boston"", ""display_address"": [""563 Columbus Ave"", ""Boston, MA 02118""], ""geo_accuracy"": 8.0, ""postal_code"": ""02118"", ""country_code"": ""US"", ""address"": [""563 Columbus Ave""], ""coordinate"": {""latitude"": 42.3411102, ""longitude"": -71.0815582}, ""state_code"": ""MA""}",,42.3411102,-71.0815582,cafes
Capital One 360 Cafe,http://www.yelp.com/biz/capital-one-360-cafe-boston-2,26,"[[""Cafes"", ""cafes""]]",4,Love this place so much! Using your Capital One card gets you 50% off of any drink which is so great! Their pastries are from local bakeries. I get a...,"{""cross_streets"": ""Gloucester St & Fairfield St"", ""city"": ""Boston"", ""display_address"": [""799 Boylston St"", ""Back Bay"", ""Boston, MA 02116""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Back Bay""], ""postal_code"": ""02116"", ""country_code"": ""US"", ""address"": [""799 Boylston St""], ""coordinate"": {""latitude"": 42.3490843, ""longitude"": -71.0816735}, ""state_code"": ""MA""}",Back Bay,42.3490843,-71.0816735,cafes
Cafe Hemshin,http://www.yelp.com/biz/cafe-hemshin-boston,60,"[[""Cafes"", ""cafes""], [""Turkish"", ""turkish""], [""Falafel"", ""falafel""]]",4.5,"Today i want to eat something healthy so i found this place. 

Its a buffet with turkish theme dishes. and I am so happy i made this decision. 

EVERYTHING...","{""cross_streets"": ""Province St & School St"", ""city"": ""Boston"", ""display_address"": [""8 City Hall Ave"", ""Downtown"", ""Boston, MA 02108""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [""8 City Hall Ave""], ""coordinate"": {""latitude"": 42.3577371, ""longitude"": -71.0593509}, ""state_code"": ""MA""}",Downtown,42.3577371,-71.0593509,cafes
Bee's Knees Supply & Cafe,http://www.yelp.com/biz/bees-knees-supply-and-cafe-boston,11,"[[""Delis"", ""delis""], [""Cafes"", ""cafes""]]",4.5,"I love this place! The past few times I came I got the Fruity Greens salad which was very tasty, but my favorite item is the Figgy Sandwich. They are very...","{""cross_streets"": ""Northern Ave & Congress St"", ""city"": ""Boston"", ""display_address"": [""12 Farnsworth St"", ""Waterfront"", ""Boston, MA 02210""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Waterfront"", ""South Boston""], ""postal_code"": ""02210"", ""country_code"": ""US"", ""address"": [""12 Farnsworth St""], ""coordinate"": {""latitude"": 42.3513203807734, ""longitude"": -71.0487510115327}, ""state_code"": ""MA""}",Waterfront,42.35132038,-71.04875101,cafes
Capital One 360 Cafe,http://www.yelp.com/biz/capital-one-360-cafe-boston-3,11,"[[""Cafes"", ""cafes""]]",4.5,"Surprisingly nice cafe! I would never know if our friend didn't suggest to us to go there  to chat.

Again, I ordered espresso (with a small cinnamon add on...","{""city"": ""Boston"", ""display_address"": [""129 Tremont St"", ""Downtown"", ""Boston, MA 02108""], ""geo_accuracy"": 9.5, ""neighborhoods"": [""Downtown""], ""postal_code"": ""02108"", ""country_code"": ""US"", ""address"": [""129 Tremont St""], ""coordinate"": {""latitude"": 42.3563222587109, ""longitude"": -71.0620372742414}, ""state_code"": ""MA""}",Downtown,42.35632226,-71.06203727,cafes
Borinquen Bakery & Cafe,http://www.yelp.com/biz/borinquen-bakery-and-cafe-boston,17,"[[""Bakeries"", ""bakeries""], [""Cafes"", ""cafes""]]",4.5,"I finally checked this place out and so glad that I did!
The BF and I took a walk over this morning for some breakfast. We were greeted by a very nice young...","{""cross_streets"": ""Bakersfield St & Windermere Rd"", ""city"": ""Boston"", ""display_address"": [""112 Stoughton St"", ""Dorchester"", ""Boston, MA 02125""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Dorchester""], ""postal_code"": ""02125"", ""country_code"": ""US"", ""address"": [""112 Stoughton St""], ""coordinate"": {""latitude"": 42.3153582215309, ""longitude"": -71.0612279176712}, ""state_code"": ""MA""}",Dorchester,42.31535822,-71.06122792,cafes
Blue State Coffee,http://www.yelp.com/biz/blue-state-coffee-boston,121,"[[""Vegan"", ""vegan""], [""Cafes"", ""cafes""], [""Sandwiches"", ""sandwiches""]]",4,"Coffee: got cafe au lait, and it's one of the best ones I've had - granted, I've mostly had Starbucks, so that's not a high bar...but still, very enjoyable...","{""city"": ""Boston"", ""display_address"": [""957 Commonwealth Ave"", ""Allston/Brighton"", ""Boston, MA 02215""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Allston/Brighton""], ""postal_code"": ""02215"", ""country_code"": ""US"", ""address"": [""957 Commonwealth Ave""], ""coordinate"": {""latitude"": 42.3519897, ""longitude"": -71.1188889}, ""state_code"": ""MA""}",Allston/Brighton,42.3519897,-71.1188889,cafes
Pret A Manger,http://www.yelp.com/biz/pret-a-manger-boston-2,79,"[[""Coffee & Tea"", ""coffee""], [""Sandwiches"", ""sandwiches""], [""Breakfast & Brunch"", ""breakfast_brunch""], [""Cafes"", ""cafes""]]",4,"Leaving a review because I don't think this location deserves the low rating it has. I've been to all 3 Pret locations in the area (DTX, Gridley St and...","{""cross_streets"": ""Pearl St & Congress St"", ""city"": ""Boston"", ""display_address"": [""185 Franklin Street"", ""Financial District"", ""Boston, MA 02110""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Financial District""], ""postal_code"": ""02110"", ""country_code"": ""US"", ""address"": [""185 Franklin Street""], ""coordinate"": {""latitude"": 42.3556213, ""longitude"": -71.0554199}, ""state_code"": ""MA""}",Financial District,42.3556213,-71.0554199,cafes
Flat Black Coffee Company,http://www.yelp.com/biz/flat-black-coffee-company-boston-4,12,"[[""Cafes"", ""cafes""]]",4.5,"I've been here many times. All of beverages I got are really great! Espresso has strong taste, love it!
Highly recommend!","{""cross_streets"": ""Oliver St & Jenton Way"", ""city"": ""Boston"", ""display_address"": [""260 Franklin St"", ""Financial District"", ""Boston, MA 02110""], ""geo_accuracy"": 8.0, ""neighborhoods"": [""Financial District""], ""postal_code"": ""02110"", ""country_code"": ""US"", ""address"": [""260 Franklin St""], ""coordinate"": {""latitude"": 42.356956, ""longitude"": -71.053978}, ""state_code"": ""MA""}",Financial District,42.356956,-71.053978,cafes
